Title,CompanyName,CategoryName
Full Stack Engineer,Noases,Engineering - Telecom/Technology
Software tester / system analyst,INNOVA SOFT,IT/Software Development
Software tester / system analyst,INNOVA SOFT,Engineering - Telecom/Technology
National Project Logistics Customer Excellence Manager,Kuehne & Nagel Logistics,IT/Software Development
National Project Logistics Customer Excellence Manager,Kuehne & Nagel Logistics,Logistics/Supply Chain
National Project Logistics Customer Excellence Manager,Kuehne & Nagel Logistics,Sales/Retail
Field Engineer I - Directional Drilling,"Halliburton Energy Services, Inc.",Installation/Maintenance/Repair
Field Engineer I - Directional Drilling,"Halliburton Energy Services, Inc.",Engineering - Telecom/Technology
Field Engineer I - Directional Drilling,"Halliburton Energy Services, Inc.",Engineering - Mechanical/Electrical
Offer Marketing Senior Engineer,Schneider Electric - Egypt,IT/Software Development
Offer Marketing Senior Engineer,Schneider Electric - Egypt,Sales/Retail
Offer Marketing Senior Engineer,Schneider Electric - Egypt,Engineering - Telecom/Technology
Presales Consultant – Dell Technologies,VAS Integrated Solutions,IT/Software Development
Presales Consultant – Dell Technologies,VAS Integrated Solutions,Sales/Retail
Presales Consultant – Dell Technologies,VAS Integrated Solutions,Engineering - Telecom/Technology
Senior Channel Sale Manager - Fortinet,VAS Integrated Solutions,Customer Service/Support
Senior Channel Sale Manager - Fortinet,VAS Integrated Solutions,IT/Software Development
Senior Channel Sale Manager - Fortinet,VAS Integrated Solutions,Sales/Retail
Senior Presales Consultant - Fortinet,VAS Integrated Solutions,IT/Software Development
Senior Presales Consultant - Fortinet,VAS Integrated Solutions,Sales/Retail
Senior Presales Consultant - Fortinet,VAS Integrated Solutions,Engineering - Telecom/Technology
Senior Technical Support Engineer,Schneider Electric - Egypt,Installation/Maintenance/Repair
Senior Technical Support Engineer,Schneider Electric - Egypt,IT/Software Development
Senior Technical Support Engineer,Schneider Electric - Egypt,Engineering - Telecom/Technology
Delegated Admin & CI Senior Expert,Schneider Electric - Egypt,IT/Software Development
Delegated Admin & CI Senior Expert,Schneider Electric - Egypt,Sales/Retail
Delegated Admin & CI Senior Expert,Schneider Electric - Egypt,Engineering - Telecom/Technology
Delivery Manager - Scrum Master,Giza Arabia Systems,IT/Software Development
Delivery Manager - Scrum Master,Giza Arabia Systems,Operations/Management
Delivery Manager - Scrum Master,Giza Arabia Systems,Engineering - Telecom/Technology
Project Controller Associate,Schneider Electric - Egypt,Engineering - Construction/Civil/Architecture
Project Controller Associate,Schneider Electric - Egypt,IT/Software Development
Project Controller Associate,Schneider Electric - Egypt,Project/Program Management
Project Engineer,Giza Arabia Systems,Engineering - Construction/Civil/Architecture
Project Engineer,Giza Arabia Systems,Project/Program Management
Project Engineer,Giza Arabia Systems,Engineering - Mechanical/Electrical
Software Solution Sales Engineer,Schneider Electric - Egypt,IT/Software Development
Software Solution Sales Engineer,Schneider Electric - Egypt,Sales/Retail
Software Solution Sales Engineer,Schneider Electric - Egypt,Engineering - Telecom/Technology
Head OF Operations,Nerva,Business Development
Head OF Operations,Nerva,Operations/Management
Key Accounts Manager,Confidential,Customer Service/Support
Key Accounts Manager,Confidential,Logistics/Supply Chain
Key Accounts Manager,Confidential,Sales/Retail
Vice president of Technology,Auto Tager,Engineering - Telecom/Technology
Senior Application Support Engineer,GET Group- Egypt,IT/Software Development
Senior Application Support Engineer,GET Group- Egypt,Engineering - Telecom/Technology
Senior Frontend Developer- Angular,Egabi FSI,IT/Software Development
Senior Frontend Developer- Angular,Egabi FSI,Engineering - Telecom/Technology
Financial Manager (Hospitality and Real Estate) in KSA,Nerva,Accounting/Finance
Senior Channel Sale Manager - Fortinet,Giza Arabia Systems,Customer Service/Support
Senior Channel Sale Manager - Fortinet,Giza Arabia Systems,IT/Software Development
Senior Channel Sale Manager - Fortinet,Giza Arabia Systems,Sales/Retail
Head of Technical Delivery-Smart Solutions,Giza Arabia Systems,IT/Software Development
Head of Technical Delivery-Smart Solutions,Giza Arabia Systems,Sales/Retail
Head of Technical Delivery-Smart Solutions,Giza Arabia Systems,Engineering - Telecom/Technology
Technical Support,Basata,Installation/Maintenance/Repair
Technical Support,Basata,IT/Software Development
Technical Support,Basata,Engineering - Telecom/Technology
Oracle Developer,Arabian Advanced Systems,IT/Software Development
Senior DevOps Engineer,Giza Arabia Systems,IT/Software Development
Senior DevOps Engineer,Giza Arabia Systems,Engineering - Telecom/Technology
Senior DevOps Engineer,Giza Arabia Systems,Engineering - Mechanical/Electrical
Data Engineer,Erada,IT/Software Development
Data Engineer,Erada,Engineering - Telecom/Technology
Consultant (Gender and Social Inclusion),WorldFish,IT/Software Development
Consultant (Gender and Social Inclusion),WorldFish,Sales/Retail
Consultant (Gender and Social Inclusion),WorldFish,Engineering - Telecom/Technology
DevOps Practice Manager,Giza Arabia Systems,IT/Software Development
DevOps Practice Manager,Giza Arabia Systems,Marketing/PR/Advertising
DevOps Practice Manager,Giza Arabia Systems,Engineering - Telecom/Technology
Presales Consultant – Dell Technologies,Giza Arabia Systems,IT/Software Development
Presales Consultant – Dell Technologies,Giza Arabia Systems,Sales/Retail
Presales Consultant – Dell Technologies,Giza Arabia Systems,Engineering - Telecom/Technology
Technical Manager (International Construction),PILLARS CONSULTANCY & RECRUITMENT,Engineering - Construction/Civil/Architecture
Technical Manager (International Construction),PILLARS CONSULTANCY & RECRUITMENT,IT/Software Development
Technical Manager (International Construction),PILLARS CONSULTANCY & RECRUITMENT,Engineering - Telecom/Technology
Senior Quality Control Engineer,WUZZUF,IT/Software Development
Senior Quality Control Engineer,WUZZUF,Quality
Senior Quality Control Engineer,WUZZUF,Engineering - Telecom/Technology
Infrastructure&Support Specialist,Shatta,IT/Software Development
Graphic Designer specialist,Confidential,Creative/Design/Art
Graphic Designer specialist,Confidential,Marketing/PR/Advertising
Graphic Designer specialist,Confidential,Media/Journalism/Publishing
Infrastructure Team Leader,Shatta,IT/Software Development
.Net Developer,DXC.technology,Installation/Maintenance/Repair
.Net Developer,DXC.technology,IT/Software Development
.Net Developer,DXC.technology,Engineering - Telecom/Technology
WordPress/WooCommerce Developer,"Nile Bits, LLC.",Creative/Design/Art
WordPress/WooCommerce Developer,"Nile Bits, LLC.",IT/Software Development
WordPress/WooCommerce Developer,"Nile Bits, LLC.",Engineering - Telecom/Technology
Senior Technical Project Owner,9H Capital,IT/Software Development
Senior Technical Project Owner,9H Capital,Project/Program Management
Senior Technical Project Owner,9H Capital,Engineering - Telecom/Technology
"Vendor Consultant - Italian Speakers, AVS-NOP",Amazon MENA,IT/Software Development
"Vendor Consultant - Italian Speakers, AVS-NOP",Amazon MENA,Engineering - Telecom/Technology
"Vendor Consultant - Italian Speakers, AVS-NOP",Amazon MENA,Engineering - Mechanical/Electrical
"Investigations Manager I, Shopping Experience Protection Operations (SEPO)-Customer Discovery Trust",Amazon MENA,IT/Software Development
"Investigations Manager I, Shopping Experience Protection Operations (SEPO)-Customer Discovery Trust",Amazon MENA,Quality
"Investigations Manager I, Shopping Experience Protection Operations (SEPO)-Customer Discovery Trust",Amazon MENA,Engineering - Telecom/Technology
Software Sales Account manager ( Per project ),Intercept Technologies,Business Development
Software Sales Account manager ( Per project ),Intercept Technologies,IT/Software Development
Software Sales Account manager ( Per project ),Intercept Technologies,Sales/Retail
Quality Control Engineer Internship,WUZZUF,IT/Software Development
Quality Control Engineer Internship,WUZZUF,Quality
Senior LMS Administrator,Expleo,Administration
Senior LMS Administrator,Expleo,Human Resources
Senior LMS Administrator,Expleo,IT/Software Development
Backend Developer Internship,WUZZUF,IT/Software Development
Backend Developer Internship,WUZZUF,Engineering - Telecom/Technology
Call Dispatcher & Tech. Support,Confidential,Customer Service/Support
Call Dispatcher & Tech. Support,Confidential,IT/Software Development
IT Specialist,Confidential,Installation/Maintenance/Repair
IT Specialist,Confidential,Engineering - Telecom/Technology
IT Specialist,Confidential,Administration
Odoo Functional Consultant,Nerva,IT/Software Development
Security Engineer (6th of October),El-Sewedy Electrometer,Installation/Maintenance/Repair
Security Engineer (6th of October),El-Sewedy Electrometer,IT/Software Development
Security Engineer (6th of October),El-Sewedy Electrometer,Engineering - Telecom/Technology
Account Manager-Alexandria,Arabic Localizer,Customer Service/Support
Account Manager-Alexandria,Arabic Localizer,Marketing/PR/Advertising
Account Manager-Alexandria,Arabic Localizer,Sales/Retail
System Administrator,Nour Eldin Elsherif for Trading vehicles,IT/Software Development
System Administrator,Nour Eldin Elsherif for Trading vehicles,Engineering - Telecom/Technology
Senior Network Security Engineer,Confidential,IT/Software Development
Senior Network Security Engineer,Confidential,Engineering - Telecom/Technology
IT Specialist,Expleo,IT/Software Development
IT Specialist,Expleo,Engineering - Telecom/Technology
IT Help Desk,Delta Egypt For Lighting,IT/Software Development
Oracle Developer,Tokio Marine Egypt General,IT/Software Development
ERP Support Assistant,Kasrawy Group,Accounting/Finance
ERP Support Assistant,Kasrawy Group,IT/Software Development
Automation Testing Engineer.,Fawry for Banking Technology and Electronic Payments S.A.E,IT/Software Development
Automation Testing Engineer.,Fawry for Banking Technology and Electronic Payments S.A.E,Quality
Automation Testing Engineer.,Fawry for Banking Technology and Electronic Payments S.A.E,Engineering - Telecom/Technology
IT Sales Executive,Mass Technology,IT/Software Development
Senior Testing Engineer,Fawry for Banking Technology and Electronic Payments S.A.E,IT/Software Development
Senior Testing Engineer,Fawry for Banking Technology and Electronic Payments S.A.E,Quality
Senior Testing Engineer,Fawry for Banking Technology and Electronic Payments S.A.E,Engineering - Telecom/Technology
.NET Team Lead,Confidential,IT/Software Development
.NET Team Lead,Confidential,Project/Program Management
.NET Team Lead,Confidential,Engineering - Telecom/Technology
Senior Front-End Developer,Youxel,IT/Software Development
Senior Front-End Developer,Youxel,Engineering - Telecom/Technology
WordPress Software Engineer (8+ years Experience),9H Capital,IT/Software Development
WordPress Software Engineer (8+ years Experience),9H Capital,Marketing/PR/Advertising
WordPress Software Engineer (8+ years Experience),9H Capital,Engineering - Telecom/Technology
Senior Technical Manager - Enterprise Resource Planning (ERP) System,Confidential,Business Development
Senior Technical Manager - Enterprise Resource Planning (ERP) System,Confidential,IT/Software Development
Senior Technical Manager - Enterprise Resource Planning (ERP) System,Confidential,Engineering - Telecom/Technology
Odoo Implementer,365 Ecology,IT/Software Development
Senior PHP Developer,Amasi,IT/Software Development
Junior Android Developer,Confidential,IT/Software Development
Junior Android Developer,Confidential,Engineering - Telecom/Technology
Embedded Software Engineer,Confidential,IT/Software Development
Embedded Software Engineer,Confidential,Engineering - Telecom/Technology
Graphic Designer,2CooM,Administration
senior software tester,International Advanced,IT/Software Development
Senior React Native Developer,Bypa-ss,IT/Software Development
Junior React Native developer,Bypa-ss,IT/Software Development
Senior Java Developer,Bypa-ss,IT/Software Development
